event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-01 00:00:11 UTC,cart,5876812,1487580010100293687,,jessnail,3.16,564506666,186c1951-8052-4b37-adce-dd9644b1d5f7
2019-11-01 00:04:33 UTC,purchase,5775813,1487580013053083824,stationery.cartrige,italwax,1.98,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
2019-11-01 00:10:53 UTC,view,5857360,1487580008145748965,,runail,1.51,460726340,0ea5b639-b633-41c3-a689-5db845e649e8
2019-11-01 00:13:31 UTC,remove_from_cart,5877912,1487580007575323592,,freedecor,1.27,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
2019-11-01 00:21:04 UTC,view,5845379,1487580013581566154,,,5.02,516158753,d5ffdffc-eae4-4a93-8b6b-924db49a42df
2019-11-01 00:22:54 UTC,cart,5883311,1487580011627020412,,,42.7,545753452,10bda790-e878-456a-927f-c7dd1b29c566
2019-11-01 00:23:52 UTC,view,5628025,1605161575889502297,,,2.7,462885785,5dc3598b-614c-45e5-8a52-2a6bb306a9b9
2019-11-01 00:29:18 UTC,cart,5837825,1933472286753424063,,,3.49,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
2019-11-01 00:35:49 UTC,view,5853531,1487580005050352469,,haruyama,3.97,253962882,37cb5fcf-985f-4c37-af23-5349a3e9fb52
2019-11-01 00:36:37 UTC,remove_from_cart,5649305,1487580010335174721,,concept,6.03,539265551,97e8eb35-ebf1-4abd-9d44-351d10c930eb
2019-11-01 00:41:59 UTC,view,5830559,1487580005671109489,,masura,1.73,566239468,3ad69360-e328-454a-b1f8-0e0901e1e344
2019-11-01 00:45:57 UTC,remove_from_cart,5851998,1511892746070131099,,uno,9.37,434112804,52002bdc-4329-f7ba-73f3-f8403df4ed8c
2019-11-01 01:26:25 UTC,cart,5724290,1487580005427839846,,irisk,2.48,557908761,65a87bf3-a049-4ae5-897f-d0b793d64c21
2019-11-01 01:57:42 UTC,view,5778108,1487580009311764506,,zinger,3.81,544620054,c1354fdd-13b5-4afa-ace3-e794e9d5fbdc
2019-11-01 01:58:56 UTC,cart,5830626,1891434351850160381,,lsanic,20.89,547599461,07934ff9-eccd-4e54-bd07-51a60be0d013
2019-11-01 02:06:09 UTC,view,5810136,1487580009445982239,,irisk,1.43,566294955,83bc569a-2ea4-41bd-9d3a-309db67bd14d
2019-11-01 02:34:42 UTC,view,5899850,2115334439910245200,,,4.46,564574278,16158018-57e3-4360-b6da-591a859e7649
2019-11-01 02:35:33 UTC,remove_from_cart,5859420,1487580005671109489,,masura,2.37,555903547,243ca609-4910-46fb-b447-44d2c3344e82
2019-11-01 02:36:25 UTC,view,5785507,1487580005008409427,,f.o.x,8.25,551756855,6870db9b-ac09-4b74-8a3d-291a3eb14b79
2019-11-01 02:37:22 UTC,view,5745076,1487580005008409427,,f.o.x,3.62,551756855,6870db9b-ac09-4b74-8a3d-291a3eb14b79
2019-11-01 02:46:20 UTC,cart,5858967,1487580007634043851,,de.lux,0.79,563161940,87231bde-014d-4a51-a216-73241f627ca8
2019-11-01 02:46:22 UTC,purchase,5836714,1487580012096782476,,glysolid,2.22,566270067,af95b845-5c1b-432e-9917-d8703b67d83c
2019-11-01 02:47:17 UTC,purchase,5724575,1487580005427839846,,irisk,2.48,557908761,65a87bf3-a049-4ae5-897f-d0b793d64c21
2019-11-01 02:47:17 UTC,purchase,5896603,1487580005427839846,,irisk,2.48,557908761,65a87bf3-a049-4ae5-897f-d0b793d64c21
2019-11-01 02:54:38 UTC,view,5885592,1487580006350586771,appliances.environment.vacuum,polarus,65.87,466373304,b83c451b-cbad-42e6-9ddc-f3b042041ff8
2019-11-01 02:59:21 UTC,view,5786953,1658462125284131265,,uskusi,3.97,558266567,d91c1bfc-8733-af66-90dd-83140268c838
2019-11-01 03:06:21 UTC,view,5899845,2115334439910245200,,,4.02,466591045,43e870bf-212a-4fbd-9c46-57cf09cc855d
2019-11-01 03:09:35 UTC,remove_from_cart,5807867,1487580009445982239,,irisk,2.06,566300506,eedc6e89-a669-4d1b-9032-3ada18275e17
2019-11-01 03:11:37 UTC,cart,5859407,1487580005671109489,,masura,2.37,476049890,c77b4f81-16ff-47d1-98cf-0841f0880037
2019-11-01 03:12:16 UTC,cart,5886752,1487580006317032337,,,1.59,534889066,3bac0efe-edca-479f-8e0c-a993e4238112
2019-11-01 03:17:04 UTC,cart,5865811,1487580007634043851,,,0.79,400911344,34407f68-bd05-4a0d-82d3-60de357df407
2019-11-01 03:22:00 UTC,view,5843001,1487580005092295511,,,23.81,421468566,ccc8e1f0-26f7-4ad7-ad00-0029e78fba0a
2019-11-01 03:32:52 UTC,view,5807830,1487580005713052531,,ingarden,4.44,349147371,a4393fa5-33c5-41a4-8d61-e278dbbc0b99
2019-11-01 03:35:50 UTC,view,5790563,1487580008263189483,,,7.14,566307234,8b1b7260-57bc-40a5-92aa-c76af99687ca
2019-11-01 03:56:22 UTC,view,5647150,1487580008246412266,,concept,4.6,499042244,a7a1369d-df3f-4e4a-aa79-b3e5de38b74e
2019-11-01 03:56:44 UTC,view,5467,1487580005713052531,,ingarden,9.21,566309731,613a35bd-40c5-4ec5-bcce-996deb6aa45c
2019-11-01 03:56:59 UTC,cart,5758958,1487580005067129686,,,2.38,543943240,df184f14-150b-4735-b39a-533fb53cb5a0
2019-11-01 04:00:38 UTC,view,5646844,1487580009026551821,,,25.4,566311174,5fe0aa0e-a9af-4230-ac8f-92bdb9598b9d
2019-11-01 04:04:45 UTC,view,5892179,1487580013950664926,,,18.89,566311959,a6890499-59ee-46f1-85fb-6c18940b03a6
2019-11-01 04:17:47 UTC,view,5825940,1487580013321519293,,,11.25,439343418,5c21d960-9442-4c08-99fe-d61504e624e9
2019-11-01 04:19:54 UTC,cart,5699811,1487580004882580302,,,2.7,509739809,ae16c7cd-3344-4bf0-4f96-4cdd5e6aa996
2019-11-01 04:21:33 UTC,view,5650627,1487580008263189483,,concept,5.71,565928463,0f29a65b-1276-4ea7-8440-2f337dc14de1
2019-11-01 04:23:38 UTC,view,5811658,1487580005427839846,,irisk,2.48,528015061,1458787c-fb69-4881-8d31-74007e386a93
