event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 00:01:43 UTC,view,3701062,2053013565983425517,appliances.environment.vacuum,gorenje,90.07,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2
2019-10-01 00:05:51 UTC,view,26204062,2053013563693335403,,,244.28,515547943,4737b7aa-83f7-4899-86e0-2d53b2ddbffc
2019-10-01 02:22:24 UTC,view,1500021,2053013552955916539,computers.peripherals.printer,epson,116.73,521515637,0b533404-6620-44f7-b55f-5361b2d18c31
2019-10-01 02:22:26 UTC,view,1005018,2053013555631882655,electronics.smartphone,huawei,95.87,554754734,b4337abb-6b74-4efc-addf-6e9d28979201
2019-10-01 02:23:25 UTC,view,1304849,2053013558920217191,computers.notebook,acer,2552.93,539527768,9df85aec-00be-4641-b7aa-8d60ce2a9888
2019-10-01 02:23:36 UTC,view,12709927,2053013553559896355,,maxxis,96.66,515217631,250f2fc0-2474-4e67-97c0-6dec6a697e93
2019-10-01 02:25:00 UTC,view,5100818,2053013553375346967,,samsung,60.04,518733223,9e77fc85-1d53-4405-9cf9-b8fcad475766
2019-10-01 02:26:18 UTC,view,1307151,2053013558920217191,computers.notebook,lenovo,329.46,539064433,cdb73d46-7eec-4b37-9228-28019a0d1607
2019-10-01 02:26:53 UTC,view,3100363,2053013555262783879,appliances.kitchen.blender,saturn,8.98,518357157,7a5db249-cd73-44af-bcaa-eb8bd57c1fd3
2019-10-01 02:27:10 UTC,view,30000122,2127425436764865054,construction.tools.welding,redbo,205.93,550644218,3e5800c5-fcfa-45eb-b11f-3bb4c3f82ea0
2019-10-01 02:28:16 UTC,view,16200329,2053013556344914381,kids.fmcg.diapers,huggies,13.53,555463310,27b5f5b5-62f3-4474-bc35-0ecde6ad0287
2019-10-01 02:28:43 UTC,view,28715758,2053013565069067197,apparel.shoes.keds,nexpero,107.85,513109944,71c72a6f-e3bd-4fb2-be2e-56fb953dcc7c
2019-10-01 02:33:56 UTC,view,4804137,2053013554658804075,electronics.audio.headphone,huawei,115.53,550126145,bc7953b7-45a7-4df4-b1f3-accd1e2a1c41
2019-10-01 02:36:59 UTC,view,1003706,2053013555631882655,electronics.smartphone,huawei,128.42,542197425,2e687e76-7bbe-49c1-83d5-2bc8a29988a9
2019-10-01 02:39:47 UTC,view,28711567,2053013565824041955,apparel.shoes.sandals,ara,62.55,550284046,d746fa12-0eb9-4c35-9876-375d70a98102
2019-10-01 02:42:38 UTC,view,12201562,2116907525176557699,sport.bicycle,axis,95.24,517698330,2df4c944-79c7-4417-8877-fb5596e7178c
2019-10-01 02:44:55 UTC,view,3700781,2053013565983425517,appliances.environment.vacuum,polaris,34.72,533296017,bce0fcd1-ade8-4ea3-ba3d-491adae0cb68
2019-10-01 02:45:02 UTC,view,30000019,2127425436764865054,construction.tools.welding,edon,54.57,555464002,16966f41-61c3-480c-859a-f209dbb6864b
2019-10-01 02:46:06 UTC,purchase,8800805,2053013555573162395,electronics.telephone,bq,35.41,521005401,d7fd29b3-9de3-4d08-8948-2cfd8215ace2
2019-10-01 02:46:34 UTC,view,3700926,2053013565983425517,appliances.environment.vacuum,samsung,64.08,513705857,f9feba0f-54d2-45fd-a5c5-78ad80f1c87d
2019-10-01 02:49:20 UTC,view,1005100,2053013555631882655,electronics.smartphone,samsung,154.42,513840435,eb4d0025-77c3-4e13-98e8-22459f9710de
2019-10-01 02:49:36 UTC,view,3200549,2053013555321504139,appliances.kitchen.meat_grinder,dauscher,25.71,537642487,696ef156-8460-4825-b0a3-bee216330fc7
2019-10-01 02:50:36 UTC,view,4804055,2053013554658804075,electronics.audio.headphone,apple,189.91,537343715,7a46dbe5-aaa7-4f70-aefc-89150c3384ae
2019-10-01 02:51:12 UTC,view,31501163,2053013558031024687,,luminarc,128.45,526949848,da8647ae-e709-4879-9192-9d5094cc431f
2019-10-01 02:51:23 UTC,view,34700019,2061717937420501730,,,51.61,555466402,d477f804-4abb-4897-877f-ccee0a875a60
2019-10-01 02:51:47 UTC,view,8500124,2053013552259662037,,,214.32,545921034,b52a73cd-e219-49a4-99d1-c30d48159556
2019-10-01 02:55:10 UTC,view,5100721,2053013553341792533,electronics.clocks,huawei,197.95,544000492,76b56929-404d-4942-b2c7-ec4c472851f3
2019-10-01 02:55:20 UTC,view,26400672,2053013563651392361,,lucente,375.04,514632984,ad984574-93a4-4b47-86ac-fb125059b087
2019-10-01 02:55:43 UTC,view,5701025,2053013553970938175,auto.accessories.player,kenwood,188.94,551116663,c5c1c997-0d87-46fd-89a9-4e407fd68392
2019-10-01 02:57:16 UTC,view,26200536,2053013563693335403,,,197.43,513810851,1bf21a08-10c8-4d19-bbf4-4f7da6ff8860
2019-10-01 02:58:58 UTC,view,16200277,2053013556344914381,kids.fmcg.diapers,huggies,5.81,532768908,ef87bb44-cb2b-4642-b0a5-2fc3443a8054
2019-10-01 03:01:07 UTC,view,26400195,2053013563651392361,,,184.82,515082344,29059c2e-7501-4cbf-8bb4-b55f38999e23
2019-10-01 03:03:35 UTC,view,1005145,2053013555631882655,electronics.smartphone,apple,2072.1,514223634,2c7daf45-1d41-4489-a9bb-bb4067976e36
2019-10-01 03:04:00 UTC,view,1003316,2053013555631882655,electronics.smartphone,apple,946.97,513446617,fb71f422-b7a8-4984-bf93-b1e8a08c7b74
2019-10-01 03:07:34 UTC,cart,1004872,2053013555631882655,electronics.smartphone,samsung,286.35,546356746,ec15a95b-850b-4947-ba85-55cb93069ac7
2019-10-01 03:08:36 UTC,view,41600016,2090971680783466556,,fisher,200.78,525645638,763b441a-e240-4419-9988-abc2d16bc714
2019-10-01 03:09:25 UTC,view,1004159,2053013555631882655,electronics.smartphone,samsung,746.48,514571211,c25a5e8a-6d7a-418c-90bf-355f44af91fc
2019-10-01 03:11:26 UTC,view,16100792,2053013558156853815,,bergner,42.43,516205429,95c6581f-2abe-4859-88c9-41aaa01a31b6
2019-10-01 03:14:05 UTC,view,32701156,2055156924466332447,,,110.23,517679972,2169029f-ecb1-41dd-a512-e0aa60143fc1
2019-10-01 03:16:03 UTC,view,5000343,2053013566100866035,appliances.sewing_machine,janome,334.6,502214171,d917173a-42bc-48f6-b0c9-eb26873c19dc
2019-10-01 03:16:25 UTC,view,21403053,2053013561579406073,electronics.clocks,casio,36.29,543738810,aa745814-fa13-4e66-91c2-375ee28f581b
2019-10-01 03:17:40 UTC,view,3701244,2053013565983425517,appliances.environment.vacuum,elenberg,33.44,535064236,d82567e4-2a47-4a05-af45-9b7e1b1aa3be
2019-10-01 03:20:30 UTC,cart,4804055,2053013554658804075,electronics.audio.headphone,apple,188.73,519334381,109d591d-1394-41ec-b44d-2fcfc546379c
2019-10-01 03:20:33 UTC,view,28716890,2053013565480109009,apparel.shoes.keds,,66.67,513018300,36dcee4b-e07e-437b-a995-b2ea76e6eeb1
2019-10-01 03:22:20 UTC,view,1003751,2053013555631882655,electronics.smartphone,sony,257.38,544918244,a85fb801-9992-4472-9f49-38bf61759d3e
2019-10-01 03:23:38 UTC,view,21405988,2053013561579406073,electronics.clocks,,164.74,516415886,dab9fcec-5ecd-428a-914d-d60f3f73d32c
2019-10-01 03:24:16 UTC,view,3701225,2053013565983425517,appliances.environment.vacuum,redmond,115.81,526890739,b69ce447-36a7-48be-b464-f217da016231
2019-10-01 03:24:27 UTC,view,1004246,2053013555631882655,electronics.smartphone,apple,735.01,555471184,773e50f7-77bb-451b-b0d1-5fc09fc2ba2f
2019-10-01 03:24:50 UTC,view,17200721,2053013559792632471,furniture.living_room.sofa,rals,324.04,513373635,9c71bf4b-a452-47d8-850d-7f43f42cbfaa
2019-10-01 03:24:58 UTC,view,38900027,2085718636156158307,,,64.33,555328297,16761a85-9d77-448c-8117-83bb67286c39
2019-10-01 03:25:59 UTC,view,2602037,2053013563970159485,,bosch,386.08,529552557,7e3c27fc-974f-427f-9279-955d5a6d6d8d
2019-10-01 03:26:38 UTC,view,5100572,2053013553341792533,electronics.clocks,apple,419.6,518917233,61c2569e-8c43-4632-af48-78fb298c08eb
2019-10-01 03:27:32 UTC,view,42000008,2102307650380235197,,pt-group,205.93,512723354,89d17d87-ba7c-4fbe-a0f7-669d3684c550
2019-10-01 03:27:45 UTC,view,5301184,2053013563173241677,,halei,12.87,527408578,02bd264e-c240-4b36-b569-77fb6a5e9d5e
2019-10-01 03:28:33 UTC,view,1004434,2053013555631882655,electronics.smartphone,samsung,257.15,515099995,2c1e2a6a-45ff-4c5f-9cbf-bd00e16022cc
2019-10-01 03:29:04 UTC,view,1701268,2053013553031414015,computers.peripherals.monitor,aoc,313.93,547028884,e449bd3e-ef60-4e80-9154-e10bb2ccfd40
2019-10-01 03:30:19 UTC,view,17301342,2053013553853497655,,lanvin,33.46,536503621,681eaaf5-6410-4594-a99f-bff6c878c38e
2019-10-01 03:31:54 UTC,view,1004173,2053013555631882655,electronics.smartphone,xiaomi,146.46,527592338,a78b9846-e73f-4668-9853-62c8a1753d9d
2019-10-01 03:32:05 UTC,view,28300432,2053013566243472379,accessories.wallet,karya,46.33,531960073,5febb3f2-ec83-4379-8af4-bf6935dbe7ce
2019-10-01 03:34:19 UTC,view,5300510,2053013563173241677,,babyliss,56.6,555469521,b7194678-8178-4697-9653-e1d508dd41b0
2019-10-01 03:35:08 UTC,view,2602101,2053013563970159485,,,304.25,523225287,db15ed9a-d7ec-4f94-8af6-6f23f04ee0cd
2019-10-01 03:37:02 UTC,view,1005098,2053013555631882655,electronics.smartphone,samsung,154.41,552671796,7f0edf2f-9441-4566-a2de-79f569922b5a
2019-10-01 03:38:57 UTC,view,4300392,2053013552385491165,,vitek,23.14,514445793,8d26685b-d096-41ac-af1d-dd3e53493244
2019-10-01 03:39:52 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,531955319,966232ae-7bdf-4201-a8b9-917a4ae6ee1d
2019-10-01 03:40:26 UTC,view,26006290,2053013562778977083,,,5.36,515896171,6b57bc3b-3286-482c-a4de-5d9333aafcc0
2019-10-01 03:41:20 UTC,view,1004887,2053013555631882655,electronics.smartphone,oppo,153.02,527090081,69f67f16-307f-4973-a505-01c284ab6362
2019-10-01 03:42:23 UTC,view,1003898,2053013555631882655,electronics.smartphone,oneplus,540.3,554146092,5fbc9cd0-3099-4948-b465-fab6ed76f6ae
2019-10-01 03:42:55 UTC,view,3701432,2053013565983425517,appliances.environment.vacuum,vitek,74.57,551439715,bc3aa43b-f82b-4fc2-9f8d-d84065e2fde6
2019-10-01 03:43:12 UTC,view,17300464,2053013553853497655,,chanel,191.77,555474143,27c5fa0c-3c27-44ce-ad8b-89ae70a560b1
2019-10-01 03:45:50 UTC,view,4802268,2053013554658804075,electronics.audio.headphone,sven,46.05,518304872,81cfb795-d78f-458d-af51-86ce712417e6
2019-10-01 03:46:35 UTC,view,1003712,2053013555631882655,electronics.smartphone,samsung,746.48,529341775,84771cc9-cd12-4763-bd60-05c006d95934
2019-10-01 03:49:29 UTC,view,9200616,2053013552913973497,computers.peripherals.keyboard,rapoo,43.24,519725266,1054f5f1-2d36-4207-b16e-19f6470fa42a
2019-10-01 03:51:51 UTC,view,1306724,2053013558920217191,computers.notebook,asus,875.16,548743635,e73441b4-c2bf-4294-8e84-fa9e1497e6f8
2019-10-01 03:52:40 UTC,view,30000053,2127425436764865054,construction.tools.welding,,2076.89,555473240,9ec0eeab-bdeb-4e81-bd61-04112705bade
2019-10-01 03:53:06 UTC,view,1004565,2053013555631882655,electronics.smartphone,huawei,177.44,513172783,e3b1a9fc-2a5a-430e-895b-93c14042ea94
2019-10-01 03:53:06 UTC,view,2601340,2053013563970159485,,hp,30.86,518078512,158c522f-4610-4f21-a888-853cc4845f55
2019-10-01 03:53:39 UTC,view,19200010,2053013556202308035,construction.tools.saw,huter,84.66,555474192,9affa381-e398-42ee-bddf-abd016969e89
2019-10-01 03:54:04 UTC,view,47600003,2110937217663763331,apparel.jacket,aivengo,50.43,516406369,bb024573-a730-4b53-b3a2-1497243ca173
2019-10-01 03:56:22 UTC,view,7005191,2053013560346280633,kids.carriage,belecoo,185.36,549247452,3b6d0d73-0100-4d05-b0d2-889dcb1bb64d
2019-10-01 03:58:38 UTC,view,12300305,2053013556311359947,construction.tools.drill,alteco,25.74,512611598,9485f973-4399-4a35-b33b-b8c1cc63a2cb
2019-10-01 03:59:29 UTC,view,1004886,2053013555631882655,electronics.smartphone,oppo,153.04,555477575,7380fa98-e88e-4f24-b645-0722c0bf1f1a
2019-10-01 04:01:11 UTC,view,1004757,2053013555631882655,electronics.smartphone,meizu,92.38,555352497,8d259abf-ad63-4019-af02-418e462580da
2019-10-01 04:01:27 UTC,view,19100148,2053013556227473861,construction.tools.saw,,308.86,549405512,62f9e7d6-f86f-473d-9408-748f754e68f4
2019-10-01 04:03:57 UTC,view,5100718,2053013553341792533,electronics.clocks,samsung,150.95,551771271,662c034c-ece4-48b9-b24c-1716eabf105c
2019-10-01 04:05:28 UTC,view,1002396,2053013555631882655,electronics.smartphone,sony,275.55,555462920,d94ab37d-c956-4ecc-9162-b9229fdd8afd
2019-10-01 04:06:06 UTC,view,1500073,2053013552955916539,computers.peripherals.printer,hp,175.99,524300025,f5a919bd-8bee-4771-8efe-eea62d6c912e
